Pheno,Marker,Dos_P_adj,Linkage_Class
Blup_Transfo_PC1_PC3_y1_y2,Chr04_1430274_1430677,0.0014624256158393054,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr04_1430678_2488919,0.003178990209026664,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr04_2488920_2489076,0.001446907138429953,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr04_2489077_3015345,0.009791233159800298,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr04_3015346_3039820,0.009791233159800298,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr04_3039821_3679193,0.010436539186972302,significant
Blup_Transfo_PC1_PC3_y1_y2,Chr04_3679194_3679320,0.019060314750177797,significant
Blup_Transfo_PC1_PC3_y1_y2,Chr04_3679321_4621560,0.06670827667014742,suggestive
Blup_Transfo_PC1_PC3_y1_y2,Chr04_4621561_4621766,0.011230220588648119,significant
Blup_Transfo_PC1_PC3_y1_y2,Chr04_4621767_5680104,0.011635678275723163,significant
Blup_Transfo_PC1_PC3_y1_y2,Chr05_3339590_3341550,0.04260969035403822,significant
Blup_Transfo_PC1_PC3_y1_y2,Chr17_5861629_9076514,0.0018402438202826255,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_9076515_9135976,0.001446907138429953,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_9135977_10478406,0.00826008178636594,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_10478407_10480775,0.001446907138429953,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_10480776_10878354,0.001446907138429953,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_10878355_10878412,0.001446907138429953,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_11065073_11065075,0.001446907138429953,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_11065076_11866233,0.001446907138429953,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_11866234_11884943,0.001446907138429953,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_11884944_12457477,0.0015460522006225752,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_12457478_12457521,0.0015460522006225752,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_12457522_12723868,0.0015460522006225752,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_12723869_12724030,0.0015460522006225752,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_12724031_13345560,0.0014624256158393054,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_13345561_13349542,0.001446907138429953,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_13349543_13731534,0.001446907138429953,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_13731535_13865657,0.0018410112811850057,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_13865658_14959995,0.009014334854174307,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_14959996_14960010,0.0033743594100776654,confirmed
Blup_Transfo_PC1_PC3_y1_y2,Chr17_14960011_15481423,0.0019007016971890089,confirmed
Blup_Transfo_PC1_PC3_year2,Chr04_1430274_1430677,0.019286897486790824,significant
Blup_Transfo_PC1_PC3_year2,Chr05_3339590_3341550,0.052431007599069684,suggestive
Blup_Transfo_PC1_PC3_year2,Chr17_5861629_9076514,0.01926252300716374,significant
Blup_Transfo_PC1_PC3_year2,Chr17_9076515_9135976,0.019286897486790824,significant
Blup_Transfo_PC1_PC3_year2,Chr17_10478407_10480775,0.019286897486790824,significant
Blup_Transfo_PC1_PC3_year2,Chr17_10480776_10878354,0.01926252300716374,significant
Blup_Transfo_PC1_PC3_year2,Chr17_10878355_10878412,0.01919061721279311,significant
Blup_Transfo_PC1_PC3_year2,Chr17_11065073_11065075,0.012424122183314644,significant
Blup_Transfo_PC1_PC3_year2,Chr17_11065076_11866233,0.01919061721279311,significant
Blup_Transfo_PC1_PC3_year2,Chr17_11866234_11884943,0.01919061721279311,significant
Blup_Transfo_PC1_PC3_year2,Chr17_11884944_12457477,0.01926252300716374,significant
Blup_Transfo_PC1_PC3_year2,Chr17_12457478_12457521,0.01926252300716374,significant
Blup_Transfo_PC1_PC3_year2,Chr17_12457522_12723868,0.02418970280595689,significant
Blup_Transfo_PC1_PC3_year2,Chr17_12723869_12724030,0.019286897486790824,significant
Blup_Transfo_PC1_PC3_year2,Chr17_12724031_13345560,0.01926252300716374,significant
Blup_Transfo_PC1_PC3_year2,Chr17_13345561_13349542,0.01919061721279311,significant
Blup_Transfo_PC1_PC3_year2,Chr17_13349543_13731534,0.030784701226219322,significant
Blup_Transfo_PC1_PC3_year2,Chr17_13731535_13865657,0.027621384840909233,significant
Blup_Transfo_PC1_PC3_year2,Chr17_14959996_14960010,0.019286897486790824,significant
Blup_Transfo_PC1_PC3_year2,Chr17_14960011_15481423,0.01926252300716374,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr04_1_60379,0.09281073621060015,suggestive
Blup_Transfo_PC1_PC4_y1_y2,Chr04_60380_871979,0.09281073621060015,suggestive
Blup_Transfo_PC1_PC4_y1_y2,Chr04_1430274_1430677,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr04_1430678_2488919,0.06517185753366424,suggestive
Blup_Transfo_PC1_PC4_y1_y2,Chr04_2488920_2489076,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_5861629_9076514,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_9076515_9135976,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_10478407_10480775,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_10480776_10878354,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_10878355_10878412,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_11065073_11065075,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_11065076_11866233,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_11866234_11884943,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_11884944_12457477,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_12457478_12457521,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_12457522_12723868,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_12723869_12724030,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_12724031_13345560,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_13345561_13349542,0.047990776612347,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_13349543_13731534,0.07650034515344908,suggestive
Blup_Transfo_PC1_PC4_y1_y2,Chr17_13731535_13865657,0.09281073621060015,suggestive
Blup_Transfo_PC1_PC4_y1_y2,Chr17_14959996_14960010,0.04948508751147126,significant
Blup_Transfo_PC1_PC4_y1_y2,Chr17_14960011_15481423,0.047990776612347,significant
Blup_Transfo_PC1_y1_y2,Chr04_1_60379,0.012680828032166797,significant
Blup_Transfo_PC1_y1_y2,Chr04_60380_871979,0.012680828032166797,significant
Blup_Transfo_PC1_y1_y2,Chr04_871980_872101,0.021204885649344155,significant
Blup_Transfo_PC1_y1_y2,Chr04_872102_1430273,0.028781834382589726,significant
Blup_Transfo_PC1_y1_y2,Chr04_1430274_1430677,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr04_1430678_2488919,0.005995615405369741,confirmed
Blup_Transfo_PC1_y1_y2,Chr04_2488920_2489076,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr04_2489077_3015345,0.01574167483661613,significant
Blup_Transfo_PC1_y1_y2,Chr04_3015346_3039820,0.01607769789472699,significant
Blup_Transfo_PC1_y1_y2,Chr04_3039821_3679193,0.0181239701580408,significant
Blup_Transfo_PC1_y1_y2,Chr04_3679194_3679320,0.03574650250981242,significant
Blup_Transfo_PC1_y1_y2,Chr04_4621561_4621766,0.021204885649344155,significant
Blup_Transfo_PC1_y1_y2,Chr04_4621767_5680104,0.02344630557777822,significant
Blup_Transfo_PC1_y1_y2,Chr05_3339590_3341550,0.021204885649344155,significant
Blup_Transfo_PC1_y1_y2,Chr17_5861629_9076514,0.002927082207510737,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_9076515_9135976,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_9135977_10478406,0.014132421059554125,significant
Blup_Transfo_PC1_y1_y2,Chr17_10478407_10480775,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_10480776_10878354,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_10878355_10878412,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_11065073_11065075,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_11065076_11866233,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_11866234_11884943,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_11884944_12457477,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_12457478_12457521,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_12457522_12723868,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_12723869_12724030,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_12724031_13345560,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_13345561_13349542,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_13349543_13731534,0.0026413629178997193,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_13731535_13865657,0.005995615405369741,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_13865658_14959995,0.01626837641581714,significant
Blup_Transfo_PC1_y1_y2,Chr17_14959996_14960010,0.0042546239421576895,confirmed
Blup_Transfo_PC1_y1_y2,Chr17_14960011_15481423,0.0026413629178997193,confirmed
Blup_Transfo_PC1_year2,Chr04_1430274_1430677,0.030498575330233854,significant
Blup_Transfo_PC1_year2,Chr05_3339590_3341550,0.03288470659025191,significant
Blup_Transfo_PC1_year2,Chr17_5861629_9076514,0.030498575330233854,significant
Blup_Transfo_PC1_year2,Chr17_9076515_9135976,0.03288470659025191,significant
Blup_Transfo_PC1_year2,Chr17_10478407_10480775,0.030498575330233854,significant
Blup_Transfo_PC1_year2,Chr17_10480776_10878354,0.030498575330233854,significant
Blup_Transfo_PC1_year2,Chr17_10878355_10878412,0.030498575330233854,significant
Blup_Transfo_PC1_year2,Chr17_11065073_11065075,0.030498575330233854,significant
Blup_Transfo_PC1_year2,Chr17_11065076_11866233,0.030498575330233854,significant
Blup_Transfo_PC1_year2,Chr17_11866234_11884943,0.030498575330233854,significant
Blup_Transfo_PC1_year2,Chr17_11884944_12457477,0.030498575330233854,significant
Blup_Transfo_PC1_year2,Chr17_12457478_12457521,0.030498575330233854,significant
Blup_Transfo_PC1_year2,Chr17_12457522_12723868,0.03878484484996726,significant
Blup_Transfo_PC1_year2,Chr17_12723869_12724030,0.030498575330233854,significant
Blup_Transfo_PC1_year2,Chr17_12724031_13345560,0.030498575330233854,significant
Blup_Transfo_PC1_year2,Chr17_13345561_13349542,0.030498575330233854,significant
Blup_Transfo_PC1_year2,Chr17_13349543_13731534,0.0922895375935209,suggestive
Blup_Transfo_PC1_year2,Chr17_13731535_13865657,0.09331924170763295,suggestive
Blup_Transfo_PC1_year2,Chr17_14959996_14960010,0.030498575330233854,significant
Blup_Transfo_PC1_year2,Chr17_14960011_15481423,0.030498575330233854,significant
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr04_1_60379,0.029493120686526538,significant
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr04_60380_871979,0.029493120686526538,significant
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr04_871980_872101,0.05340088406882424,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr04_1430274_1430677,0.029493120686526538,significant
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr04_1430678_2488919,0.04715643048997512,significant
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr04_2488920_2489076,0.04485287644722986,significant
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr04_2489077_3015345,0.06328604082155341,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr04_3015346_3039820,0.05340088406882424,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr04_3039821_3679193,0.05278964194510956,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr05_3339590_3341550,0.05278964194510956,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_5861629_9076514,0.05340088406882424,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_9076515_9135976,0.05340088406882424,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_10478407_10480775,0.05278964194510956,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_10480776_10878354,0.05278964194510956,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_10878355_10878412,0.04715643048997512,significant
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_11065073_11065075,0.04485287644722986,significant
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_11065076_11866233,0.05278964194510956,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_11866234_11884943,0.05340088406882424,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_11884944_12457477,0.05340088406882424,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_12457478_12457521,0.05340088406882424,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_12457522_12723868,0.05340088406882424,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_12723869_12724030,0.05340088406882424,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_12724031_13345560,0.05278964194510956,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_13345561_13349542,0.04485287644722986,significant
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_14959996_14960010,0.06885769946190826,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr17_14960011_15481423,0.05340088406882424,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr04_1_60379,0.05146052996814443,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr04_60380_871979,0.05146052996814443,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr04_871980_872101,0.09514921687665603,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr04_1430274_1430677,0.05146052996814443,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr04_1430678_2488919,0.06312128098145131,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr04_2488920_2489076,0.06312128098145131,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr04_3015346_3039820,0.08944147862853163,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr04_3039821_3679193,0.06893986514072513,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr05_3339590_3341550,0.06312128098145131,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_5861629_9076514,0.06312128098145131,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_9076515_9135976,0.06312128098145131,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_10478407_10480775,0.06312128098145131,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_10480776_10878354,0.06312128098145131,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_10878355_10878412,0.06312128098145131,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_11065073_11065075,0.0584408364012017,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_11065076_11866233,0.06312128098145131,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_11866234_11884943,0.06312128098145131,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_11884944_12457477,0.06312128098145131,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_12457478_12457521,0.06608786089571143,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_12457522_12723868,0.07877185642601542,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_12723869_12724030,0.06312128098145131,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_12724031_13345560,0.06312128098145131,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_13345561_13349542,0.05146052996814443,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_14959996_14960010,0.0748078862978184,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr17_14960011_15481423,0.06312128098145131,suggestive
Blup_Transfo_Vert_size25perc_Vert_size_75perc_ratio_field_y1_y2,Chr02_23950243_24283667,0.09680756606334374,suggestive
Blup_Transfo_Vert_size25perc_Vert_size_75perc_ratio_field_y1_y2,Chr04_7681462_7681481,0.09680756606334374,suggestive
Blup_Transfo_Vert_size25perc_Vert_size_75perc_ratio_field_y1_y2,Chr04_7681482_8792851,0.09680756606334374,suggestive
Blup_Transfo_Vert_size25perc_Vert_size_75perc_ratio_field_y1_y2,Chr04_8792852_8792885,0.09680756606334374,suggestive
