Pheno,Marker,Del_P_adj,Linkage_Class
Blup_Transfo_Num_Indents_field_year2,Chr02_1380871_1588241,0.009840666,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_1588242_1591077,0.013008665,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_1591078_2117143,0.013093695,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_2117144_2118662,0.009840666,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_2118663_2439301,0.007016776,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_2439302_2439318,0.05230336,suggestive
Blup_Transfo_Num_Indents_field_year2,Chr02_2439319_3802076,0.029645769,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_3802077_3811171,0.04229265,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_3811172_4203782,0.007016776,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_4203783_4204963,0.007016776,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_4204964_5059530,0.004321611,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_5059531_5059566,0.023016872,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_5059567_5396611,0.04229265,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_5396612_5398283,0.04229265,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_4235627_5264100,0.010136499,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5264101_5264149,0.010136499,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5264150_5885231,0.010136499,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5885232_5886075,0.016771854,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5886076_6253003,0.01189414,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6253004_6253851,0.010761549,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6253852_6811196,0.010136499,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6811197_6811650,0.012738785,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6811651_7107385,0.055143795,suggestive
Blup_Transfo_PC2_y1_y2,Chr01_6253004_6253851,0.032578708,significant
Blup_Transfo_PC2_y1_y2,Chr01_6253852_6811196,0.045934836,significant
Blup_Transfo_PC2_y1_y2,Chr01_6811197_6811650,0.032578708,significant
Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2,Chr02_3811172_4203782,0.067916113,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2,Chr02_4203783_4204963,0.067916113,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2,Chr02_4204964_5059530,0.041158928,significant
Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2,Chr02_5059531_5059566,0.067916113,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_3811172_4203782,0.032613393,significant
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_4203783_4204963,0.032613393,significant
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_4204964_5059530,0.014761294,significant
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_5059531_5059566,0.082007091,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_y1_y2,Chr05_5438585_5830688,0.075925153,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_y1_y2,Chr05_5830689_5831721,0.075925153,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr02_4203783_4204963,0.086213732,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr05_5438585_5830688,0.086213732,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr05_5830689_5831721,0.086213732,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr10_12005065_12006023,0.086213732,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr10_12006024_12591692,0.086213732,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr17_13349543_13731534,0.086213732,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr17_13731535_13865657,0.086213732,suggestive
Blup_Transfo_Vert_size_25perc_field_y1_y2,Chr02_4204964_5059530,0.061239103,suggestive
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_3811172_4203782,0.03578405,significant
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_4203783_4204963,0.03578405,significant
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_4204964_5059530,0.019736221,significant
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_3811172_4203782,0.068463124,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_4203783_4204963,0.068463124,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_4204964_5059530,0.0634875,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_3811172_4203782,0.045289822,significant
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_4203783_4204963,0.045289822,significant
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_4204964_5059530,0.031690215,significant
Blup_Transfo_Vert_size_75perc_field_y1_y2,Chr02_3811172_4203782,0.060504102,suggestive
Blup_Transfo_Vert_size_75perc_field_y1_y2,Chr02_4203783_4204963,0.060504102,suggestive
Blup_Transfo_Vert_size_75perc_field_y1_y2,Chr02_4204964_5059530,0.030178514,significant
Blup_Transfo_Vert_size_75perc_field_y1_y2,Chr02_5059531_5059566,0.060504102,suggestive
Blup_Transfo_Vert_size_75perc_field_year2,Chr02_3811172_4203782,0.032409981,significant
Blup_Transfo_Vert_size_75perc_field_year2,Chr02_4203783_4204963,0.032409981,significant
Blup_Transfo_Vert_size_75perc_field_year2,Chr02_4204964_5059530,0.012000317,significant
Blup_Transfo_Vert_size_75perc_field_year2,Chr02_5059531_5059566,0.083622848,suggestive
Blup_Transfo_Vert_size_center_field_y1_y2,Chr02_3811172_4203782,0.070647874,suggestive
Blup_Transfo_Vert_size_center_field_y1_y2,Chr02_4203783_4204963,0.070647874,suggestive
Blup_Transfo_Vert_size_center_field_y1_y2,Chr02_4204964_5059530,0.070647874,suggestive
Blup_Transfo_Vert_size_center_field_year2,Chr02_3811172_4203782,0.04165862,significant
Blup_Transfo_Vert_size_center_field_year2,Chr02_4203783_4204963,0.04165862,significant
Blup_Transfo_Vert_size_center_field_year2,Chr02_4204964_5059530,0.038772703,significant
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr02_4204964_5059530,0.035766398,significant
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr02_4204964_5059530,0.037540721,significant
