Pheno,Marker,Del_P_adj,Linkage_Class
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_880559_1380844,0.0678339521867976,suggestive
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_1380845_1380870,0.05413198270178122,suggestive
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_1380871_1588241,0.02746715602580925,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_1588242_1591077,0.0336500028232344,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_1591078_2117143,0.03745861775067074,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_2117144_2118662,0.02917153670771817,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_2118663_2439301,0.02734127835995664,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_2439319_3802076,0.09473072408274506,suggestive
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_3811172_4203782,0.02734127835995664,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_4203783_4204963,0.02734127835995664,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_4204964_5059530,0.01354848021910323,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_5059531_5059566,0.03745861775067074,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_5059567_5396611,0.06970611073178434,suggestive
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_5396612_5398283,0.075649674234113,suggestive
Blup_Transfo_Num_Indents_field_year2,Chr02_1_4524,0.0114683626322595,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_4525_349303,0.0114683626322595,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_349304_361275,0.01407901875765939,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_361276_876244,0.01133452875921366,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_876245_880558,0.03730485372735245,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_880559_1380844,0.02467446428684556,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_1380845_1380870,0.023657748233728498,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_1380871_1588241,0.01133452875921366,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_1588242_1591077,0.015414492964186717,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_1591078_2117143,0.015505429032391875,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_2117144_2118662,0.0114683626322595,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_2118663_2439301,0.008817219960634013,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_2439302_2439318,0.06663231264124499,suggestive
Blup_Transfo_Num_Indents_field_year2,Chr02_2439319_3802076,0.035376882664686755,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_3802077_3811171,0.051872725121123696,suggestive
Blup_Transfo_Num_Indents_field_year2,Chr02_3811172_4203782,0.008817219960634013,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_4203783_4204963,0.008817219960634013,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_4204964_5059530,0.00524037096704655,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_5059531_5059566,0.02467446428684556,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_5059567_5396611,0.051872725121123696,suggestive
Blup_Transfo_Num_Indents_field_year2,Chr02_5396612_5398283,0.051872725121123696,suggestive
Blup_Transfo_PC1_PC2_y1_y2,Chr01_4235627_5264100,0.008973307220441835,confirmed
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5264101_5264149,0.008973307220441835,confirmed
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5264150_5885231,0.008973307220441835,confirmed
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5885232_5886075,0.012627199224809326,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5886076_6253003,0.008973307220441835,confirmed
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6253004_6253851,0.008973307220441835,confirmed
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6253852_6811196,0.008973307220441835,confirmed
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6811197_6811650,0.009364330742363383,confirmed
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6811651_7107385,0.0414082930691306,significant
Blup_Transfo_PC2_y1_y2,Chr01_6253004_6253851,0.022765171589354115,significant
Blup_Transfo_PC2_y1_y2,Chr01_6253852_6811196,0.0326578349317983,significant
Blup_Transfo_PC2_y1_y2,Chr01_6811197_6811650,0.022765171589354115,significant
Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2,Chr02_3811172_4203782,0.08433615241152383,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2,Chr02_4203783_4204963,0.08433615241152383,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2,Chr02_4204964_5059530,0.05022594518762727,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2,Chr02_5059531_5059566,0.08433615241152383,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_3811172_4203782,0.0402555624934302,significant
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_4203783_4204963,0.0402555624934302,significant
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_4204964_5059530,0.01780254818378775,significant
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_5059531_5059566,0.09996980522308695,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_y1_y2,Chr05_5438585_5830688,0.066046365571635,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_y1_y2,Chr05_5830689_5831721,0.066046365571635,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr05_5438585_5830688,0.08417159225710942,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr05_5830689_5831721,0.08417159225710942,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr10_12006024_12591692,0.08417159225710942,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr17_13731535_13865657,0.08417159225710942,suggestive
Blup_Transfo_Vert_size_25perc_field_y1_y2,Chr02_4204964_5059530,0.07624744724340873,suggestive
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_3811172_4203782,0.0453725016671892,significant
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_4203783_4204963,0.0453725016671892,significant
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_4204964_5059530,0.02432252113244307,significant
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_3811172_4203782,0.0859960921507725,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_4203783_4204963,0.0859960921507725,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_4204964_5059530,0.07764677303405967,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_3811172_4203782,0.056004396301263595,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_4203783_4204963,0.056004396301263595,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_4204964_5059530,0.03828700101898062,significant
Blup_Transfo_Vert_size_75perc_field_y1_y2,Chr02_3811172_4203782,0.0761665917537477,suggestive
Blup_Transfo_Vert_size_75perc_field_y1_y2,Chr02_4203783_4204963,0.0761665917537477,suggestive
Blup_Transfo_Vert_size_75perc_field_y1_y2,Chr02_4204964_5059530,0.03747742203074688,significant
Blup_Transfo_Vert_size_75perc_field_y1_y2,Chr02_5059531_5059566,0.0761665917537477,suggestive
Blup_Transfo_Vert_size_75perc_field_year2,Chr02_3811172_4203782,0.040932010843251904,significant
Blup_Transfo_Vert_size_75perc_field_year2,Chr02_4203783_4204963,0.040932010843251904,significant
Blup_Transfo_Vert_size_75perc_field_year2,Chr02_4204964_5059530,0.01471673584330092,significant
Blup_Transfo_Vert_size_center_field_y1_y2,Chr02_3811172_4203782,0.0884582814220905,suggestive
Blup_Transfo_Vert_size_center_field_y1_y2,Chr02_4203783_4204963,0.0884582814220905,suggestive
Blup_Transfo_Vert_size_center_field_y1_y2,Chr02_4204964_5059530,0.0884582814220905,suggestive
Blup_Transfo_Vert_size_center_field_year2,Chr02_3811172_4203782,0.0512069917869144,suggestive
Blup_Transfo_Vert_size_center_field_year2,Chr02_4203783_4204963,0.0512069917869144,suggestive
Blup_Transfo_Vert_size_center_field_year2,Chr02_4204964_5059530,0.046609243224572966,significant
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr02_4204964_5059530,0.023179161451634997,significant
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr02_5059531_5059566,0.0863377042856166,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr02_5059567_5396611,0.0863377042856166,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr02_4204964_5059530,0.026577001505848588,significant
