Phenotype,Marker,Intercept,Deltoides,Nigra,Dosage,Nigra_Dosage
Indent_width_y2,Chr11_15156663_16050796,0.384440647809817,0.404351696501905,0.0311370560143299,0.391059159507797,0.0407136312679735
Indent_width_y2,Chr11_17082713_17412226,0.294879526838006,0.541945146730463,0.0205457671340566,0.344846928929552,0.0347683361424899
Indent_width_y2,Chr11_17414687_18242241,0.293433665236087,0.341203315122771,0.0210142406425524,0.340318763339936,0.0347704476271912
Indent_width_y2,Chr11_18242253_18480279,0.299615189357768,0.232961548490453,0.0180390351829017,0.320064910690592,0.0309697586558799
Indent_width_y2,Chr19_4016873_4784385,0.0726120073361045,0.176286977041455,0.0263698586968361,0.0830573295453959,0.0177853749869892
Indent_width_y2,Chr19_7575124_8801717,0.738827590684689,0.145124622639176,0.0759888184921262,0.765708938977072,0.0415568152194661
Indent_width_y2,Chr19_12155745_13180439,0.0767368989369997,0.594438445250902,0.0224164205016741,0.0650658764277529,0.0157692938856418
Indent_width_y2,Chr19_13217492_15336727,0.360594338790516,0.633402486665851,0.0118411433892946,0.372646796980665,0.00945296586162244
Indent_depth_y2,Chr01_29264773_29827856,0.0375034441289557,0.225310675137159,0.0139575615965848,0.0544884722035769,0.0170460456414275
Indent_depth_y2,Chr01_30463953_31287140,0.0310256244910648,0.178700924453511,0.026082530053413,0.036412056220873,0.017343451703885
Indent_depth_y2,Chr01_31299043_32249075,0.00466986221207013,0.0474470943913249,0.0147165902516897,0.0083319319514683,0.00969340415929715
Indent_depth_y2,Chr01_32254239_32925441,0.00503842559809087,0.0524539363079782,0.0198103256174717,0.0088508269381733,0.0116412175048515
Indent_depth_y2,Chr01_32925677_33648211,0.00685865841384235,0.178641060464416,0.0237304592267584,0.0132491862469299,0.0160385536631083
Indent_depth_y2,Chr01_33648862_33944256,0.00693162813427741,0.230466766522121,0.0175566018493358,0.0108134190125212,0.0122772247009674
Indent_depth_y2,Chr10_7324726_7568912,0.205602044961573,0.248697564942189,0.0199624195733222,0.14343841855596,0.0207868459274651
Indent_depth_y2,Chr10_7893952_8487113,0.197413696281379,0.0849545787487134,0.0460436691430655,0.151603171733801,0.0437302460317726
Indent_depth_y2,Chr09_10546585_10817737,0.000385700549412483,0.56702518234683,0.0205814032189859,0.00100090569959063,0.0199526683562689
Indent_depth_y2,Chr09_10817793_11190661,0.000267401045642435,0.366506592770329,0.021390588847766,0.00097387239293734,0.0198338655648992
Indent_depth_y2,Chr09_11198785_11824088,0.000345299342794938,0.958890653935936,0.0182202985529193,0.000886767650296397,0.0191893911478822
Indent_depth_y2,Chr09_11824144_12217367,0.000271160399099711,0.785707610653186,0.0109682459156978,0.000499264209065944,0.0121860012221765
Indent_depth_y2,Chr09_12217449_12479031,0.000295422957908187,0.513060037901136,0.0112747135130623,0.000553312844965391,0.0122305578759325
Indent_depth_y2,Chr09_12479150_12868645,0.000315055199841716,0.685599114411237,0.0153590043839093,0.000749453276033372,0.0161385395174599
Indent_depth_y2,Chr05_2023094_2828367,0.193115351863667,0.196726193403882,0.0518945405051286,0.328980233575062,0.0427795183804917
Indent_depth_y2,Chr05_2831067_3339589,0.176273659526765,0.181025884695642,0.0383369291689293,0.294038458080244,0.0315921939457748
Indent_depth_y2,Chr17_10878413_11065072,0.0774440971784937,0.93933045249355,0.00969248080223206,0.116037387817083,0.0120403493976658
Indent_depth_y2,Chr17_13349543_13731534,0.0722551093924854,0.0449762483885643,0.0462467268573031,0.0708099622175422,0.0357875443829401
Indent_depth_y2,Chr17_15481596_16075256,0.16079240921353,0.28676932012207,0.0494477109612424,0.287001077518506,0.0477172357836341
Indent_depth_y2,Chr19_13217492_15336727,0.906846144609804,0.285884574421248,0.0314877910277754,0.546618259118853,0.026840975494093
Area2_cavity_filled,Chr01_29264773_29827856,0.0741142538079034,0.16897041653629,0.0372163101277172,0.112129791823175,0.048151386199684
Area2_cavity_filled,Chr01_30463953_31287140,0.0712021370306044,0.178236114020784,0.0479319193391535,0.0919263846933849,0.0362609690509551
Area2_cavity_filled,Chr01_31299043_32249075,0.0174201772930884,0.0401973057622265,0.0283580489894098,0.0314304564296923,0.0210897646722619
Area2_cavity_filled,Chr01_32254239_32925441,0.0146319554397356,0.0321749365001862,0.0362937671713115,0.027985947488391,0.0224145521226983
Area2_cavity_filled,Chr01_32925677_33648211,0.0199661200094615,0.175280585146085,0.0472873881007605,0.0423650290486202,0.0330244241013107
Area2_cavity_filled,Chr01_33648862_33944256,0.026542563382034,0.339131272226482,0.040507606981355,0.0438024243819974,0.0309939022874413
Area2_cavity_filled,Chr03_18156487_19255904,0.568561563815063,0.5138111915835,0.0101422382784293,0.416650448893036,0.0156056654060217
Area2_cavity_filled,Chr03_19255932_20053666,0.475612803760897,0.97056094097844,0.0178185778678382,0.380881375006409,0.0249548769237589
Area2_cavity_filled,Chr17_10878413_11065072,0.0484553177643087,0.451789857880276,0.0239040466563905,0.0778335399977799,0.0263123641754633
Area2_cavity_filled,Chr17_13349543_13731534,0.0435841704764529,0.366128235346033,0.0186873886856646,0.0509426143748111,0.0163994805371613
Area2_cavity_filled,Chr19_13217492_15336727,0.661685945327579,0.265356340983183,0.0680049928169418,0.255356954447488,0.0475412217524669
Perimeter2_excl_cavity_y12,Chr01_30463953_31287140,0.0593333493949252,0.167475942732315,0.0397534477236085,0.0764022021803571,0.026941719405496
Perimeter2_excl_cavity_y12,Chr01_31299043_32249075,0.0244675869799196,0.045628042184937,0.0308148436801231,0.042494349703321,0.0212775645936229
Perimeter2_excl_cavity_y12,Chr01_32254239_32925441,0.022874973057351,0.0489345746676979,0.0403436863984969,0.038804564650352,0.0231721047359985
Perimeter2_excl_cavity_y12,Chr01_32925677_33648211,0.0297577870357199,0.21578802271426,0.0525142147276492,0.0560009090147519,0.0335162080721694
Perimeter2_excl_cavity_y12,Chr01_33648862_33944256,0.0392213054408633,0.435353542494957,0.0434699440548937,0.0605551605314172,0.0318717477174252
Perimeter2_excl_cavity_y12,Chr03_18156487_19255904,0.379328515813853,0.443100695551851,0.0190264064864557,0.265942723834134,0.0286443891730449
Perimeter2_excl_cavity_y12,Chr17_10878413_11065072,0.033007167484812,0.612589104745449,0.014365554508028,0.0542465313059486,0.0165319618258955
Perimeter2_excl_cavity_y12,Chr17_13349543_13731534,0.0309539918926849,0.19303032773345,0.0570724427066236,0.0359050204451129,0.0465020500386613
Perimeter2_excl_cavity_y12,Chr17_15481596_16075256,0.0318197457356017,0.766689207808823,0.0329752427392244,0.0763564385140527,0.031761447874871
Sqr_Perimeter2_Area2_ratio_y12,Chr01_31299043_32249075,0.0183164442844058,0.237292991076877,0.0213404333657986,0.0318229346465962,0.0156923795454514
Sqr_Perimeter2_Area2_ratio_y12,Chr01_32254239_32925441,0.0226940955435586,0.290853433891474,0.0320938951009587,0.0336325701835817,0.0201625205884676
Sqr_Perimeter2_Area2_ratio_y12,Chr01_32925677_33648211,0.0278919083251896,0.589429527423557,0.041814203441499,0.046675118271735,0.0284205089120607
Sqr_Perimeter2_Area2_ratio_y12,Chr01_33648862_33944256,0.0271264096636992,0.701111880710688,0.028815367128449,0.0432803629829896,0.0222465014096843
Sqr_Perimeter2_Area2_ratio_y12,Chr02_880559_1380844,0.00735813864845117,0.0102636571211492,0.0243080394240501,0.0153922179989268,0.0207583498784377
Sqr_Perimeter2_Area2_ratio_y12,Chr02_1380871_1588241,0.00729631167448393,0.0031761289339782,0.0263010420513217,0.0169943860683459,0.0239263953488376
Sqr_Perimeter2_Area2_ratio_y12,Chr02_6759683_7031301,0.126274245079468,0.135654488750722,0.0254552966699025,0.173594668442306,0.0320435916192918
Sqr_Perimeter2_Area2_ratio_y12,Chr04_6604165_7681461,0.207560868569057,0.334039646468818,0.0593253055860848,0.267030763586607,0.0441009521304201
Sqr_Perimeter2_Area2_ratio_y12,Chr05_5438585_5830688,0.0166234839020379,0.00015768463801807,0.0288388971390356,0.0332137299581669,0.0299928824926053
Circularity_y12,Chr05_2456_233879,0.0881964349125858,0.798643806702493,0.0210170059675092,0.0618604834246429,0.0126163048352973
Circularity_y12,Chr05_233962_298267,0.106754137084356,0.690233176360833,0.0266852250373176,0.0864338956052926,0.0138495357884456
Circularity_y12,Chr05_299974_977551,0.107681854501596,0.845163799068548,0.0251243235471412,0.0943551310958699,0.014322401931431
Circularity_y12,Chr05_977728_1700771,0.120687058905564,0.99802762479734,0.0250787410135863,0.0938972406891225,0.0148785185514675
Circularity_y12,Chr05_1701065_2022055,0.33652443436157,0.924251051166359,0.0132144108854984,0.288724423382892,0.0103792995782866
Circularity_y12,Chr05_3341551_3707259,0.0317246116721463,0.690991838404659,0.00400593763404983,0.023255242823618,0.00482516097767356
Circularity_y12,Chr05_3707644_4690548,0.0252716523428925,0.748714280870689,0.0114865451674805,0.0160882982966764,0.013512931307185
Circularity_y12,Chr05_4691174_5438561,0.015559128998603,0.498646273563654,0.0083737578885299,0.0105349695255033,0.0100111135838142
Circularity_y12,Chr05_5438585_5830688,0.0126360962332049,0.165216269119074,0.00847046605410678,0.00872909799972812,0.0104445830081946
Circularity_y12,Chr05_5831722_6053795,0.0112934703770396,0.0620837271823215,0.0108537125793282,0.00758595932011367,0.0120598934177178
Circularity_y12,Chr05_8364907_8727528,0.0339591335854603,0.260979259174634,0.00994846064214206,0.0266457020427728,0.0121029020445603
Circularity_y12,Chr05_8771224_9570943,0.02622743876399,0.386243344728272,0.0142001786123045,0.0247997548549454,0.0135611737357359
Circularity_y12,Chr05_10935417_11899786,0.0315612155294627,0.777849284810386,0.0126336445686672,0.0256279479102127,0.0102867656260827
Circularity_y12,Chr07_3941395_4409564,0.550263561082686,0.482478519824903,0.0398530777845716,0.455772255590733,0.0459870033408904
Circularity_y12,Chr11_8023681_11175078,0.0168341787870232,0.0324262860692812,0.00261692665698887,0.0171211294241007,0.00273282229271784
Circularity_y12,Chr17_9135977_10478406,0.0441753622016286,0.0805709042132408,0.00891594621749618,0.0417705024140672,0.00562222407568658
Circularity_y12,Chr17_10878413_11065072,0.03177674606369,0.00885279896462761,0.0236913679345934,0.0256373776565337,0.0251084208719533
Circularity_y12,Chr17_13349543_13731534,0.0336830730158618,0.00413772634801379,0.0044167484603477,0.0298049576056332,0.00526103468100721
Circularity_y12,Chr17_13865658_14959995,0.0397163269993354,0.0353776570904634,0.0108804990367541,0.0529968062750002,0.0115477667360392
Horiz_size_center_y12,Chr01_29264773_29827856,0.0556654580705824,0.151719181687409,0.0284285679643339,0.0878871292576856,0.0368869933373247
Horiz_size_center_y12,Chr01_30463953_31287140,0.056533385692814,0.203656830133556,0.0413425038496985,0.07507952651265,0.0315116655560137
Horiz_size_center_y12,Chr01_31299043_32249075,0.0131685834419461,0.0511648636271534,0.0253081071828559,0.0250938639598478,0.0189842808886854
Horiz_size_center_y12,Chr01_32254239_32925441,0.0100242693000821,0.0351655768747723,0.0321609276234063,0.0207885516092136,0.0193496107913759
Horiz_size_center_y12,Chr01_32925677_33648211,0.0150010508636846,0.226967628609045,0.0432689217543223,0.0333523756002657,0.0298258348527257
Horiz_size_center_y12,Chr01_33648862_33944256,0.0205567013551928,0.432342879641376,0.0373570084428131,0.0354909088500898,0.028525471321056
Horiz_size_center_y12,Chr03_18156487_19255904,0.580085273042824,0.475643568339976,0.0093938408987661,0.412288195192977,0.0156729749360904
Horiz_size_center_y12,Chr03_19255932_20053666,0.488085983172496,0.989078188207716,0.0195147288225836,0.381353893851477,0.028507023073503
Horiz_size_center_y12,Chr17_10878413_11065072,0.0377354514353903,0.560381011486352,0.0155545743883805,0.0639741099733659,0.0174109152153922
Horiz_size_center_y12,Chr17_13349543_13731534,0.0326639656176866,0.27114392702178,0.0159932000092816,0.0394789855984158,0.0137487300540963
Horiz_size_center_y12,Chr17_15481596_16075256,0.045764680553976,0.913555350666354,0.0442093530209445,0.113209340259769,0.0398439770401035
Horiz_size_25perc_y12,Chr01_4235627_5264100,0.1269566658398,0.655540390670081,0.0564299760729242,0.166079279216488,0.0376634802382904
Horiz_size_25perc_y12,Chr01_5264150_5885231,0.155085269807118,0.467727596379517,0.0788742805226003,0.19984656070093,0.0474161814914867
Horiz_size_25perc_y12,Chr03_18156487_19255904,0.679223568774809,0.707418304712199,0.0240156279726322,0.548850617814333,0.0326119261743537
Horiz_size_25perc_y12,Chr03_19255932_20053666,0.431331620443686,0.972479013060495,0.0360849120183885,0.413313387900845,0.0378740045745906
Horiz_size_25perc_y12,Chr05_3341551_3707259,0.854946176483716,0.503229705909973,0.0470745034315542,0.892694619551387,0.0405965907786406
Horiz_size_25perc_y12,Chr17_9135977_10478406,0.129101158442214,0.374892428696591,0.0184108314507706,0.144919950853914,0.0110472603822118
Horiz_size_25perc_y12,Chr17_13349543_13731534,0.116731419384065,0.796072191502618,0.00552050029555568,0.106581869318878,0.00496767890223919
Horiz_size_25perc_y12,Chr17_13865658_14959995,0.149759212988706,0.358571259135212,0.0271922766105322,0.202307490707092,0.0234217552640331
Horiz_size_50perc_y12,Chr01_30463953_31287140,0.0744057890625967,0.200756537151306,0.0480308291714409,0.0936651873395841,0.0393531531359686
Horiz_size_50perc_y12,Chr01_31299043_32249075,0.0188681033602281,0.0440315481419521,0.0300172543066112,0.0328833879594556,0.0237945156244553
Horiz_size_50perc_y12,Chr01_32254239_32925441,0.0143687239922779,0.0282830432413043,0.0401469632958563,0.0287997174015091,0.0256980337873629
Horiz_size_50perc_y12,Chr01_32925677_33648211,0.0220309277739145,0.205252173847842,0.0521232855144284,0.0448192506344768,0.0382086536156944
Horiz_size_50perc_y12,Chr01_33648862_33944256,0.0294729801837497,0.413650809738709,0.0466197933116639,0.0474826902988807,0.0371855257256318
Horiz_size_50perc_y12,Chr03_18156487_19255904,0.761724255660827,0.666344982328554,0.00848928497389058,0.579777338131921,0.013944187172314
Horiz_size_50perc_y12,Chr03_19255932_20053666,0.607963370028164,0.898578138282495,0.0159742659125355,0.510862628652887,0.0224372846330914
Horiz_size_50perc_y12,Chr17_10878413_11065072,0.0623471609354594,0.392225605770968,0.0270822567162037,0.0979155768153191,0.0302309012808357
Horiz_size_50perc_y12,Chr17_13349543_13731534,0.0582181239824277,0.372312578227932,0.0211906537528778,0.0627876877447048,0.0179612703992751
Vert_size_center_y2,Chr01_31299043_32249075,0.0151664643967844,0.0210323843117543,0.0288087144256828,0.0290579711201929,0.0199051459159844
Vert_size_center_y2,Chr01_32254239_32925441,0.0157619034570049,0.0236749778634522,0.0363901745458647,0.0295647860239053,0.0227165971809915
Vert_size_center_y2,Chr01_32925677_33648211,0.019124323061963,0.0897016129372364,0.0453991198903366,0.0424097342603336,0.0317250605465133
Vert_size_center_y2,Chr01_33648862_33944256,0.0239634038958477,0.163170537931173,0.0358417006945273,0.0407670192901826,0.0273245614033182
Vert_size_center_y2,Chr03_18156487_19255904,0.580704554971586,0.436405064255206,0.0223035326497667,0.429949950542864,0.0291914662322299
Vert_size_center_y2,Chr03_19255932_20053666,0.460866621408467,0.856604103269032,0.0310732734148991,0.376387832791405,0.0391788034013836
Vert_size_center_y2,Chr05_2831067_3339589,0.0960095677886532,0.571244954384696,0.0447192682564676,0.195990628189695,0.0444398262870831
Vert_size_center_y2,Chr19_13217492_15336727,0.74311538705597,0.293650393118142,0.0384131383420984,0.322018811178265,0.0237136344833768
Vert_size_25perc_y2,Chr01_31299043_32249075,0.0187591830358848,0.0281141972354437,0.0387874778235553,0.0337136667452484,0.0271324791158429
Vert_size_25perc_y2,Chr01_32254239_32925441,0.0173954628474941,0.0259684074478353,0.046318433245687,0.0312730189245548,0.0285046702167563
Vert_size_25perc_y2,Chr01_32925677_33648211,0.0198812793904636,0.114044499409494,0.0544655273329379,0.0435261084851609,0.0378358322195551
Vert_size_25perc_y2,Chr01_33648862_33944256,0.0282240119820926,0.24461092970426,0.0510405252069832,0.0467826945353329,0.0379980425119187
Vert_size_25perc_y2,Chr03_18156487_19255904,0.603059490967799,0.474593485069478,0.0324051626859815,0.465867602352233,0.0391306312770975
Vert_size_25perc_y2,Chr03_19255932_20053666,0.492886206049582,0.905860484088501,0.0422683465092841,0.405657699093058,0.0468885765639047
Vert_size_25perc_y2,Chr17_13349543_13731534,0.0961209592406797,0.657826543037459,0.0403637833577194,0.111931989048671,0.0370969432704905
Vert_size_25perc_y2,Chr19_13217492_15336727,0.693717997791698,0.384342785151622,0.0613309240026728,0.283663586649786,0.037489673623051
Vert_size_50perc_y2,Chr01_31299043_32249075,0.015743825120314,0.0167382806050164,0.0300868572643712,0.0307270909183819,0.0206702812699497
Vert_size_50perc_y2,Chr01_32254239_32925441,0.0155911905726127,0.0172787082107232,0.0377245217433059,0.0307604343276318,0.0232866095258747
Vert_size_50perc_y2,Chr01_32925677_33648211,0.0196908798544755,0.0781829596905328,0.0471155896978215,0.0445171992416887,0.0327292643213857
Vert_size_50perc_y2,Chr01_33648862_33944256,0.0246952953167644,0.133767842378187,0.0368367090753225,0.0418307466525794,0.0276584380143234
Vert_size_50perc_y2,Chr03_18156487_19255904,0.57596420502,0.426935129006335,0.0213278163057695,0.427258680647124,0.027407774263133
Vert_size_50perc_y2,Chr03_19255932_20053666,0.464972693173942,0.843129499615517,0.0278429527425809,0.37737435570131,0.0355318544314274
Vert_size_50perc_y2,Chr05_2831067_3339589,0.103812811328248,0.647659014935638,0.0432657526615973,0.207932434934908,0.0434669351078367
Vert_size_50perc_y2,Chr17_13349543_13731534,0.107035876239861,0.230512426113542,0.054074342515866,0.11961509596714,0.0480054180324287
Vert_size_50perc_y2,Chr19_13217492_15336727,0.795942179003628,0.374281336640382,0.0372013350828688,0.356541877722955,0.0234544559463582
Vert_size_75perc_y2,Chr01_31299043_32249075,0.0243144860371228,0.0349375935359042,0.0524738732405227,0.0418098212163042,0.0380446103131554
Vert_size_75perc_y2,Chr01_32254239_32925441,0.0222546655131651,0.0310573562802883,0.0625782739240376,0.0385559761354222,0.039853951841915
Vert_size_75perc_y2,Chr03_18156487_19255904,0.641051419433143,0.557637519021817,0.0307434935532869,0.498996816107692,0.0368220418582964
Vert_size_75perc_y2,Chr03_19255932_20053666,0.518229520972012,0.86678466007196,0.0394559168953321,0.436729794791095,0.0436982746462464
Vert_size_75perc_y2,Chr11_17082713_17412226,0.0878844574013917,0.666924253507147,0.0400504267713932,0.148408883927104,0.0458361898984862
Vert_size_75perc_y2,Chr11_18242253_18480279,0.0866269524046925,0.644697399364656,0.0326475124357981,0.151945080589234,0.0449329984766805
Vert_size_75perc_y2,Chr17_13349543_13731534,0.0706328624296887,0.79343314613144,0.0283991503957283,0.0781624217977748,0.0264958557569596
Vert_size_75perc_y2,Chr19_13217492_15336727,0.611498547842565,0.252991302537468,0.0508013588305312,0.24518835803466,0.0338289367410568
Vert_vs_Horiz_center_y2,Chr01_29264773_29827856,0.00889856897963221,0.213632754379032,0.000460721969958547,0.0130287834154386,0.000534947683796302
Vert_vs_Horiz_center_y2,Chr01_30463953_31287140,0.00975480021642538,0.641187470505138,0.0494760351220021,0.0119303379823075,0.0480175598990393
Vert_vs_Horiz_center_y2,Chr01_31299043_32249075,0.000257894011297314,0.199497541664652,0.0275590816779577,0.000479083442474563,0.0240299583178424
Vert_vs_Horiz_center_y2,Chr01_32254239_32925441,9.0538657436662e-05,0.0658024449811945,0.0315396891935533,0.000207746129149284,0.0205249829764118
Vert_vs_Horiz_center_y2,Chr01_32925677_33648211,0.00033513618512436,0.591745281354586,0.0483299544877542,0.000630955993445115,0.036275070321036
Vert_vs_Horiz_center_y2,Chr01_33648862_33944256,0.000257062222566564,0.797732863829683,0.0378590467506488,0.00043479540960286,0.0298254135794557
Vert_vs_Horiz_center_y2,Chr02_880559_1380844,0.691600447811613,0.159576851053653,0.0480615864989797,0.559566916890467,0.0417176923298578
Vert_vs_Horiz_center_y2,Chr08_17425982_18276165,0.205675251630036,0.675875078862003,0.0146930092982626,0.306076825344245,0.010339946615822
Vert_vs_Horiz_center_y2,Chr03_18156487_19255904,0.23029339922815,0.264965378460487,0.00336089027651773,0.156336746747775,0.00617508095412268
Vert_vs_Horiz_center_y2,Chr03_19255932_20053666,0.268640695080283,0.715745181713417,0.0198507755486981,0.194310376329626,0.023619921932923
Vert_vs_Horiz_center_y2,Chr09_10546585_10817737,4.80718985296964e-05,0.591419559236547,0.0254476378938077,0.00014124849759786,0.0256426408792028
Vert_vs_Horiz_center_y2,Chr09_10817793_11190661,5.65240460118158e-05,0.606500196238782,0.0220940504738718,0.000145329959046863,0.023707670634175
Vert_vs_Horiz_center_y2,Chr09_11198785_11824088,6.76117256171381e-05,0.417364477768576,0.026882762883614,0.000166263715723262,0.027605366889911
Vert_vs_Horiz_center_y2,Chr09_11824144_12217367,4.61894680407023e-05,0.484919252357856,0.0200735314541769,9.55691699959284e-05,0.0208518250980328
Vert_vs_Horiz_center_y2,Chr09_12217449_12479031,1.84945569989459e-05,0.539685633101557,0.0109698145869377,3.35738840313191e-05,0.01214839378542
Vert_vs_Horiz_center_y2,Chr09_12479150_12868645,4.1182025193037e-05,0.425745324287541,0.0190020879202311,0.000103293544920848,0.0211234199381712
Vert_vs_Horiz_center_y2,Chr05_2456_233879,0.825332234414211,0.655957296273587,0.00246583465402686,0.833798313819825,0.00204313796001025
Vert_vs_Horiz_center_y2,Chr05_233962_298267,0.890104790441864,0.69344432072205,0.00311067186137651,0.821436636627362,0.00220068522908958
Vert_vs_Horiz_center_y2,Chr05_299974_977551,0.894596080940532,0.773589680801842,0.00284794031569791,0.833602599127232,0.0021055070588098
Vert_vs_Horiz_center_y2,Chr05_977728_1700771,0.876949990254471,0.725241691707126,0.00256346105553026,0.818747373395046,0.00204195518232139
Vert_vs_Horiz_center_y2,Chr05_1701065_2022055,0.968144335812109,0.921873751161187,0.00151208992702021,0.661556124600972,0.0018001445203727
Vert_vs_Horiz_center_y2,Chr05_3341551_3707259,0.828802106803388,0.40861292299091,0.00245162764649529,0.509041239086371,0.00177938806596278
Vert_vs_Horiz_center_y2,Chr11_8023681_11175078,0.00084504280508897,0.671569449882764,0.00360783347046365,0.00134609727335533,0.00410289858970533
Vert_vs_Horiz_center_y2,Chr17_9135977_10478406,0.00733595417470749,0.942003736218697,0.00719603785537478,0.0119018738666711,0.00392512401153248
Vert_vs_Horiz_center_y2,Chr17_10878413_11065072,0.00425308033464085,0.60749655189599,0.000210161899272076,0.00608645836003969,0.0002731578149443
Vert_vs_Horiz_center_y2,Chr17_13349543_13731534,0.00262623329386737,0.476647953749605,0.000299640227896365,0.00232769321650805,0.000230716083148405
Vert_vs_Horiz_center_y2,Chr17_13865658_14959995,0.00999240389425574,0.919714980681378,0.00560231030390701,0.0174385717461912,0.00455319322208934
Vert_vs_Horiz_center_y2,Chr17_15481596_16075256,0.0363354399431098,0.672550763755887,0.00567943843293404,0.0737797086042885,0.00468761952192704
Horiz_25_75perc_y2,Chr01_29264773_29827856,0.0898112747094022,0.327269428238263,0.0107004772256853,0.0979550584707035,0.0129202004658868
Horiz_25_75perc_y2,Chr03_5903374_7969157,0.254445779666315,0.633963260788251,0.0274791757733939,0.24373929179859,0.0236933404794253
Horiz_25_75perc_y2,Chr03_13626007_14147424,0.149513690868915,0.634593387183765,0.0234389038946591,0.136067182917024,0.0253341074676922
Horiz_25_75perc_y2,Chr03_17402556_18052868,0.209340140047921,0.448727444322964,0.0489517189758824,0.170068986101717,0.0331009826943994
Horiz_25_75perc_y2,Chr03_18156487_19255904,0.0479810561507392,0.543703975086213,0.01227225257198,0.0417457131482619,0.0133673084680331
Horiz_25_75perc_y2,Chr03_19255932_20053666,0.09673612211203,0.598215385689451,0.0067928074838132,0.0614837509966317,0.0101134060967193
Horiz_25_75perc_y2,Chr04_4621767_5680104,0.141663886178176,0.846603903275829,0.0260591762648573,0.0948375949562178,0.0276968769398843
Horiz_25_75perc_y2,Chr05_2023094_2828367,0.509801359823378,0.353733630552642,0.0135536091410786,0.572649780698059,0.0104890286821935
Horiz_25_75perc_y2,Chr05_2831067_3339589,0.508544582262699,0.50092622101009,0.0079167617742976,0.542622444967462,0.00734003425144975
Horiz_25_75perc_y2,Chr16_3601049_4415955,0.586233386996774,0.0634531540278129,0.0333866218354489,0.546912458276232,0.0474493192326187
Horiz_25_75perc_y2,Chr16_4464443_5048763,0.213112887129687,0.249680311336855,0.0319621735414039,0.240753293364962,0.0235822809783604
Horiz_25_75perc_y2,Chr16_5050208_6618607,0.0493335223905473,0.646632548190378,0.0185290127832178,0.0500625842249261,0.0114219168933171
Horiz_25_75perc_y2,Chr16_6618608_7456888,0.0655195303721587,0.185061236144906,0.021378319104606,0.0889876227429549,0.0139774770124576
Horiz_25_75perc_y2,Chr16_7457545_9757022,0.0110494051904996,0.23502048027596,0.00599295740778932,0.0160044980953914,0.00409986895596274
Horiz_25_75perc_y2,Chr18_13250656_13635593,0.000144425152344372,0.424377935182564,0.00383004762695733,0.000202031600478822,0.00371081722768765
Horiz_25_75perc_y2,Chr18_13643737_13898263,9.92491394254587e-05,0.442666598169988,0.00303862014952738,0.000131609841011351,0.00283005650552673
Horiz_25_75perc_y2,Chr18_13898424_14524913,7.59979665888737e-05,0.432539711615134,0.00287560017358788,0.000117958637340763,0.00272819735382186
Horiz_25_75perc_y2,Chr17_10480776_10878354,0.331821701560305,0.0479335113695653,0.0380731473917005,0.386657549981158,0.04015186376661
Horiz_25_75perc_y2,Chr17_10878413_11065072,0.0659930351202772,0.0647954416129127,0.0093977724743346,0.0735122024009875,0.0106922115081119
