Phenotype,Marker,Intercept,Deltoides,Nigra,Dosage,Nigra_Dosage
Num_Indent_y2,Chr08_9941845_10355573,0.473383303042994,0.0238254578956408,0.414520717031575,0.642662259123694,"NA"
Num_Indent_y2,Chr08_10571443_11238535,0.488193333066967,0.0214755323657757,0.401943416588808,0.647361439742536,"NA"
Num_Indent_y2,Chr08_11239063_11649947,0.465089329587604,0.0260199101991548,0.672658366138372,0.602711607875137,"NA"
Num_Indent_y2,Chr04_17500485_18088853,0.00455985024511499,0.0444179989063402,0.689339487630369,"NA","NA"
Num_Indent_y2,Chr05_3707644_4690548,0.14125093863909,0.0334145649265303,0.811082609502661,0.475251385027984,0.796328624916636
Num_Indent_y2,Chr05_5438585_5830688,0.134347314526505,0.0422943632506912,0.761292809015963,0.272414742081875,0.632034894699541
Num_Indent_y2,Chr13_12235632_13036378,0.706699873191467,0.031928026805764,0.746979691833704,0.857193092856536,"NA"
Indent_width_y2,Chr01_10127776_10700451,0.350927900225825,0.0321143077897576,0.0772097731169582,0.379403397000767,"NA"
Indent_width_y2,Chr01_10700490_11189458,0.819038566134908,0.0414827063968537,0.520011216121845,0.882842689765397,"NA"
Indent_width_y2,Chr01_12330528_13051606,0.377048612059986,0.0255381809759301,0.339961652542346,0.367178779086631,"NA"
Indent_width_y2,Chr06_2162742_2812365,0.152751733424523,0.0125052415648229,0.10865479555215,0.117533008770546,0.0835913837177866
Indent_width_y2,Chr06_26895067_27425111,0.6829168530367,0.0466883827446188,0.452199072336936,0.638173990233177,0.442558937613561
Indent_width_y2,Chr06_27826170_27910650,0.67618201159794,0.0306923202906234,0.429157659796442,0.670191369467809,0.411163247600526
Indent_width_y2,Chr02_3811172_4203782,0.720969468533786,0.038354332508949,0.244743738757548,0.805681999662606,"NA"
Indent_width_y2,Chr02_4204964_5059530,0.716348681454134,0.0374842719347311,0.748704749495742,0.706681320163196,"NA"
Indent_width_y2,Chr08_2499873_2709726,0.973934300781395,0.0495209942248863,0.72796952299102,0.958261739023936,0.695165298616601
Indent_width_y2,Chr08_2709868_3310722,0.995165749553269,0.0365028543735343,0.821369380641832,0.959648929420743,"NA"
Indent_width_y2,Chr08_3336327_3584862,0.982849202987112,0.017393782174902,0.403594738350017,0.950385747370624,0.388077692213288
Indent_width_y2,Chr08_3587356_3989020,0.948467825632652,0.0096430450996664,0.426157652684538,0.958698715985454,0.408793731392935
Indent_width_y2,Chr08_4058961_4449509,0.993167162750232,0.0341697638832984,0.726474456010602,0.977989892949943,"NA"
Indent_width_y2,Chr08_4449515_5019584,0.945350567629897,0.010345437328301,0.882962266188311,0.810049219528209,"NA"
Indent_width_y2,Chr03_10726458_10961187,0.166770423078984,0.0274292109583119,0.706610922808452,0.171080858425854,"NA"
Indent_width_y2,Chr03_11253894_11536633,0.16853271946809,0.0390928051148724,0.4768453180001,0.189854004647748,"NA"
Indent_width_y2,Chr10_7570148_7893941,0.0533545661946813,0.0225169964074042,0.487612721448508,0.0515041675221246,"NA"
Indent_width_y2,Chr10_7893952_8487113,0.0558960844630325,0.034168197362459,0.0633362506053228,0.0518920230827693,0.0646913806235469
Indent_width_y2,Chr10_13847559_14211378,0.957554587713058,0.0320433047977841,0.119559791655564,0.957909621350267,0.149900061921057
Indent_width_y2,Chr04_4621767_5680104,0.802706914004199,0.0141232182257789,0.202211293548746,0.868639497630743,0.23106561341114
Indent_width_y2,Chr04_5693817_6604155,0.183797433751324,0.014412848833347,0.0569676103009301,0.192103023002777,0.0580513074968563
Indent_width_y2,Chr04_6604165_7681461,0.260074157224074,0.030259564234605,0.0707020152728765,0.280758693843208,0.0860486694627489
Indent_width_y2,Chr16_12459142_12780007,0.201420468583414,0.0354085275054097,0.573298437662107,0.243180786629228,"NA"
Indent_width_y2,Chr07_3941395_4409564,0.910168831379902,0.0236199603073898,0.837734602693168,0.981998950979383,0.907506255072487
Indent_width_y2,Chr07_4409597_8690237,0.826233961777352,0.0162654161654763,0.136560676240514,0.69670467842358,"NA"
Indent_depth_y2,Chr01_31299043_32249075,0.00466986221207013,0.0474470943913249,0.0147165902516897,0.0083319319514683,0.00969340415929715
Indent_depth_y2,Chr06_25236063_25583658,0.16484713260885,0.0378273900831044,0.250017084958175,0.259248969195924,0.216345692256798
Indent_depth_y2,Chr06_25583694_25860981,0.6387454996774,0.0393367981224947,0.474546473671799,0.837564917013083,0.436063925286814
Indent_depth_y2,Chr06_25901335_26337755,0.262339286193451,0.0265844844540701,0.233655740252671,0.38406431665984,0.232836546095928
Indent_depth_y2,Chr06_26895067_27425111,0.725552327404358,0.0225238434823517,0.424536904863456,0.90300572210949,0.422212917325689
Indent_depth_y2,Chr06_27425381_27823758,0.718678638029892,0.0240758571119822,0.422625771334659,0.89880187547491,0.4200531714359
Indent_depth_y2,Chr06_27826170_27910650,0.72006412997496,0.0140204531756431,0.413147034821681,0.8906668561673,0.405742325078447
Indent_depth_y2,Chr02_4525_349303,0.132299039779192,0.00714873992183954,0.999354319431489,0.220329107845544,"NA"
Indent_depth_y2,Chr02_361276_876244,0.129534329169126,0.00623032436991609,0.900012987031826,0.199030825103119,"NA"
Indent_depth_y2,Chr02_880559_1380844,0.134765569310213,0.0443327851960258,0.0866993347452111,0.189754455099143,0.0752057946796847
Indent_depth_y2,Chr02_1380871_1588241,0.13980698222784,0.0160173426664981,0.132554175668333,0.223651279640523,0.111287281024656
Indent_depth_y2,Chr02_1591078_2117143,0.140605230968554,0.0172608258005662,0.370921036193576,0.222229696378827,"NA"
Indent_depth_y2,Chr02_2118663_2439301,0.0979196325878105,0.00610381342260226,0.643974313380488,0.150247269592447,"NA"
Indent_depth_y2,Chr02_2439319_3802076,0.105135484552473,0.0183366001489895,0.972985875760464,0.17134507573915,"NA"
Indent_depth_y2,Chr02_3811172_4203782,0.0754183936087031,0.000659067692918658,0.841070527975064,0.114936777299682,"NA"
Indent_depth_y2,Chr02_4204964_5059530,0.0503227378202546,0.000127411527252865,0.635340417862213,0.0683322081270197,"NA"
Indent_depth_y2,Chr02_5059567_5396611,0.0972564999656309,0.00565463025095212,0.706820219531663,0.162564765961479,"NA"
Indent_depth_y2,Chr02_5398284_5923170,0.110910429185335,0.0151515512079394,0.838114672353975,0.152413527270364,"NA"
Indent_depth_y2,Chr02_6498866_6748647,0.607201430839091,0.023468889466047,0.0246687299265231,0.782078098100246,"NA"
Indent_depth_y2,Chr02_6759683_7031301,0.595030032220451,0.0148118016107782,0.107871433766589,0.709485545385487,0.132032472195191
Indent_depth_y2,Chr08_2499873_2709726,0.550089115476847,0.0378582124416052,0.342199249138192,0.687719297363139,0.307418096024146
Indent_depth_y2,Chr08_2709868_3310722,0.573064680361327,0.0467359784364069,0.925312224207456,0.725508957161985,"NA"
Indent_depth_y2,Chr08_3336327_3584862,0.631572982113658,0.00985594986564861,0.158197528141427,0.78502003892305,0.150869317049697
Indent_depth_y2,Chr08_3587356_3989020,0.639577340381831,0.00968421624326667,0.170361135288724,0.764413596631419,0.163024791736769
Indent_depth_y2,Chr08_4058961_4449509,0.598373064039486,0.035617832710636,0.883323158874026,0.707089407731343,"NA"
Indent_depth_y2,Chr08_4449515_5019584,0.692579131187443,0.00592293814870441,0.958597569653511,0.887244517839203,"NA"
Indent_depth_y2,Chr10_11126529_11377330,0.0398343047735644,0.00717166512311062,0.0348568024843245,"NA","NA"
Indent_depth_y2,Chr10_11377367_11690245,0.0174835521609228,0.034154821246403,0.0210637420084876,"NA","NA"
Indent_depth_y2,Chr10_11690721_12005064,0.0301069847982023,0.0147823107491689,0.0678397103715773,"NA","NA"
Indent_depth_y2,Chr10_12006024_12591692,0.801860523782122,0.00146274767609449,0.509359635822551,0.983998203090144,"NA"
Indent_depth_y2,Chr10_12656986_13267591,0.833937436256026,0.00764043122777563,0.526062023813451,0.993588603126872,0.510627969384095
Indent_depth_y2,Chr10_13267740_13844052,0.638922177648226,0.00542620127231308,0.247235387003895,0.430392110860264,0.216844999213055
Indent_depth_y2,Chr10_13847559_14211378,0.637505182836483,0.00652062155569053,0.133524088196172,0.441055288979801,0.159830228901851
Indent_depth_y2,Chr10_14211401_14353862,0.645771756870196,0.0221159722835178,0.131103823943432,0.463026202735905,0.161922325941393
Indent_depth_y2,Chr10_14353901_15278725,0.637518892198015,0.0129103675351111,0.712177647340006,0.495200632400867,0.810807818490793
Indent_depth_y2,Chr04_4621767_5680104,0.167533947017577,0.0346142922013575,0.417046933120605,0.0880575419315942,0.519597530199462
Indent_depth_y2,Chr04_5693817_6604155,0.0763207439018565,0.0239291762091966,0.551784048931238,0.0543288485044089,0.656340399955424
Indent_depth_y2,Chr04_17500485_18088853,0.0402979977008069,0.0151798554633912,0.103006976612062,"NA","NA"
Indent_depth_y2,Chr17_13349543_13731534,0.0722551093924854,0.0449762483885643,0.0462467268573031,0.0708099622175422,0.0357875443829401
Indent_depth_y2,Chr15_7723997_8513282,0.88396250076771,0.0424523367004111,0.609317362722356,0.769985368586053,"NA"
Indent_depth_y2,Chr15_9058636_9494238,0.166875901743763,0.0452241453067682,0.921142284389369,"NA","NA"
Area2_cavity_filled,Chr01_28328781_28712697,0.063446991372588,0.0488243893629804,0.0210151926698101,0.0910411512937091,"NA"
Area2_cavity_filled,Chr01_31299043_32249075,0.0174201772930884,0.0401973057622265,0.0283580489894098,0.0314304564296923,0.0210897646722619
Area2_cavity_filled,Chr01_32254239_32925441,0.0146319554397356,0.0321749365001862,0.0362937671713115,0.027985947488391,0.0224145521226983
Area2_cavity_filled,Chr02_4525_349303,0.647054581899043,0.00297437073252132,0.665107015210867,0.910042695262847,"NA"
Area2_cavity_filled,Chr02_361276_876244,0.633780978179442,0.00173946083427349,0.666753431348963,0.845071323583348,"NA"
Area2_cavity_filled,Chr02_880559_1380844,0.663304704782463,0.00955269052023678,0.365366820050761,0.885694101275041,0.354844079408857
Area2_cavity_filled,Chr02_1380871_1588241,0.650495959012556,0.00382679210792734,0.425790960280652,0.894168499894068,0.404076292347023
Area2_cavity_filled,Chr02_1591078_2117143,0.652451463145601,0.00518661628903349,0.668709951411757,0.895247845709714,"NA"
Area2_cavity_filled,Chr02_2118663_2439301,0.190913009190782,0.0016445121845432,0.761132246528712,0.292399567215775,"NA"
Area2_cavity_filled,Chr02_2439319_3802076,0.205201002985351,0.0100194956932285,0.901820048658169,0.315469531105974,"NA"
Area2_cavity_filled,Chr02_3811172_4203782,0.152026976114845,0.000236545474789853,0.978831816720742,0.226015489682252,"NA"
Area2_cavity_filled,Chr02_5059567_5396611,0.182500224550183,0.000812057720980102,0.875192017011808,0.307460597900696,"NA"
Area2_cavity_filled,Chr02_5398284_5923170,0.205719598513545,0.00447149962586759,0.971505191011503,0.308696624919194,"NA"
Area2_cavity_filled,Chr02_5954022_6493859,0.223499964964788,0.0193293014597457,0.314824806935926,0.369562437504885,"NA"
Area2_cavity_filled,Chr02_6498866_6748647,0.657028996799881,0.00928382315502387,0.12504212299255,0.846619549045032,"NA"
Area2_cavity_filled,Chr02_6759683_7031301,0.64619370525855,0.0062599357933961,0.260671993694943,0.769788881888555,0.286119688812436
Area2_cavity_filled,Chr02_7048372_7535720,0.198630068233105,0.037779137219074,0.136959451058613,0.317816810710428,0.14768279308808
Area2_cavity_filled,Chr02_15710673_16424164,0.725774609195327,0.0250307467312951,0.0963967108989524,0.607773056894438,"NA"
Area2_cavity_filled,Chr08_3336327_3584862,0.483934060399201,0.0300963388395534,0.188655473285373,0.658990577998371,0.181088083448079
Area2_cavity_filled,Chr08_3587356_3989020,0.502082993492395,0.0302704828950932,0.20439161221977,0.655594378774364,0.197579695190228
Area2_cavity_filled,Chr08_4449515_5019584,0.523586199753886,0.0205419877767287,0.762332840404647,0.766563221768097,"NA"
Area2_cavity_filled,Chr04_17500485_18088853,0.0125342633789004,0.0148650696810811,0.499913338786702,"NA","NA"
Area2_cavity_filled,Chr04_18090355_18758035,0.457667032361018,0.0421125130398423,0.937385029851499,0.337961633973347,"NA"
Area2_cavity_filled,Chr13_15623227_16175370,0.217674350026939,0.0377350912965631,0.560943606874568,0.344871383486905,"NA"
Perimeter2_excl_cavity_y12,Chr01_28328781_28712697,0.0506406054957891,0.0224209063605626,0.0066853618995828,0.0711243510691409,"NA"
Perimeter2_excl_cavity_y12,Chr01_29864781_30461232,0.05104857549934,0.0394851789234315,0.000579411071133535,0.07952207765119,"NA"
Perimeter2_excl_cavity_y12,Chr01_31299043_32249075,0.0244675869799196,0.045628042184937,0.0308148436801231,0.042494349703321,0.0212775645936229
Perimeter2_excl_cavity_y12,Chr01_32254239_32925441,0.022874973057351,0.0489345746676979,0.0403436863984969,0.038804564650352,0.0231721047359985
Perimeter2_excl_cavity_y12,Chr02_4525_349303,0.40181814826177,0.00293218244908273,0.674277774692274,0.613620876539374,"NA"
Perimeter2_excl_cavity_y12,Chr02_361276_876244,0.396076182624496,0.00201255499995285,0.600625194352326,0.572263691549879,"NA"
Perimeter2_excl_cavity_y12,Chr02_880559_1380844,0.406976741743179,0.00723212353753784,0.375598627740629,0.590930353236547,0.375756673188627
Perimeter2_excl_cavity_y12,Chr02_1380871_1588241,0.403259274425993,0.00298008913375361,0.429604897480621,0.601375358609044,0.419475967711503
Perimeter2_excl_cavity_y12,Chr02_1591078_2117143,0.405642311134859,0.00476153410533996,0.818170985073903,0.597288900124815,"NA"
Perimeter2_excl_cavity_y12,Chr02_2118663_2439301,0.124974153566066,0.0017156267359167,0.876456706027148,0.197474525951672,"NA"
Perimeter2_excl_cavity_y12,Chr02_2439319_3802076,0.133153825577924,0.00825013801765527,0.678506781000592,0.211979965534918,"NA"
Perimeter2_excl_cavity_y12,Chr02_3811172_4203782,0.0940810239873729,0.000210006719846083,0.803319470218455,0.145781523628061,"NA"
Perimeter2_excl_cavity_y12,Chr02_5059567_5396611,0.118211526787345,0.000812242001030901,0.880117019992375,0.205358516478979,"NA"
Perimeter2_excl_cavity_y12,Chr02_5398284_5923170,0.133525739042548,0.00390538662621755,0.972433093024713,0.200048106625167,"NA"
Perimeter2_excl_cavity_y12,Chr02_5954022_6493859,0.152062784874679,0.0296472327782464,0.23936058677735,0.263612630168219,"NA"
Perimeter2_excl_cavity_y12,Chr02_6498866_6748647,0.572495906349549,0.0117013578098392,0.061503630494663,0.742150608750102,"NA"
Perimeter2_excl_cavity_y12,Chr02_6759683_7031301,0.568343126100394,0.0098427234568536,0.174869116484723,0.683598976419768,0.197324997828632
Perimeter2_excl_cavity_y12,Chr02_7048372_7535720,0.176692966937286,0.0412503702251337,0.0904281113898308,0.285669871984429,0.0994726212616627
Perimeter2_excl_cavity_y12,Chr02_15710673_16424164,0.572345051409635,0.0248060235835777,0.0856867031589269,0.47000384297597,"NA"
Perimeter2_excl_cavity_y12,Chr08_3336327_3584862,0.455613907412261,0.022962412408359,0.272536005933674,0.61054197603761,0.261191508285471
Perimeter2_excl_cavity_y12,Chr08_3587356_3989020,0.480566282321602,0.0208715375460164,0.290016473680341,0.61503105426738,0.279295785757746
Perimeter2_excl_cavity_y12,Chr08_4449515_5019584,0.502342322167854,0.0158862615887409,0.78284303487589,0.715240328104256,"NA"
Perimeter2_excl_cavity_y12,Chr08_5029274_5540148,0.475525364148996,0.0455300739735548,0.892766972572013,0.6663878840248,"NA"
Perimeter2_excl_cavity_y12,Chr10_12006024_12591692,0.479685172096921,0.0347054244288504,0.412921718540072,0.642303991140438,"NA"
Perimeter2_excl_cavity_y12,Chr04_17500485_18088853,0.0157620090667811,0.0179788172818404,0.495612821887166,"NA","NA"
Perimeter2_excl_cavity_y12,Chr05_3707644_4690548,0.336484620799735,0.0484014420801622,0.671495950227979,0.691734068033244,0.667220159961535
Perimeter2_excl_cavity_y12,Chr16_1748599_2211077,0.242413658178385,0.0499030358616679,0.48341700503321,0.448690607554131,0.323379513066514
Sqr_Perimeter2_Area2_ratio_y12,Chr01_9439924_10127710,0.229910002303176,0.0414825139561461,0.297690725503727,0.410691141913832,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr01_10700490_11189458,0.111859045755219,0.0160236378514256,0.168709892662756,0.2224872293875,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr01_11289028_11965532,0.594687106630855,0.022814858020931,0.665126522072004,0.874683934449653,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr01_11966199_12330339,0.59305713510623,0.0309567778004959,0.342160155027638,0.841028199811024,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr01_16454791_19216253,0.668265018821507,0.0196252496840023,0.0653189465462509,0.328425938410652,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr06_4333526_4729813,0.0988306429575081,0.0351290429362981,0.750772814868968,0.0570735489770384,0.744135408210098
Sqr_Perimeter2_Area2_ratio_y12,Chr06_4945021_5645609,0.146869477431601,0.0444504268156893,0.993618662133275,0.0729593599257071,0.876569042123673
Sqr_Perimeter2_Area2_ratio_y12,Chr06_5645658_6007252,0.118790792153995,0.042726127502201,0.844920302290402,0.0605719969979123,0.957167287686993
Sqr_Perimeter2_Area2_ratio_y12,Chr06_6023230_6323822,0.0883999459059965,0.0351857005662293,0.721836834215727,0.0496365196310179,0.979749591768038
Sqr_Perimeter2_Area2_ratio_y12,Chr06_6326863_6574776,0.283634773182507,0.0388552468405426,0.92817286588935,0.19582634856436,0.695623001830209
Sqr_Perimeter2_Area2_ratio_y12,Chr06_7113997_7673552,0.160320894308109,0.0336235938730133,0.725787345306795,0.0945602315486674,0.946871014856006
Sqr_Perimeter2_Area2_ratio_y12,Chr06_16931259_18463096,0.500276233874637,0.0295104338534749,0.708131788635972,0.433969612070881,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr06_18636102_19779022,0.506114540738741,0.0476138821783626,0.675612629366203,0.442714800680139,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr06_19779613_20945407,0.597718498848138,0.0384404833562387,0.459860688807036,0.700612390645202,0.456725072882521
Sqr_Perimeter2_Area2_ratio_y12,Chr02_4525_349303,0.00755019070766104,0.00321070922257571,0.668912776661908,0.0201665651417969,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr02_361276_876244,0.00720969969383581,0.00257842008936392,0.686229995097729,0.0165023284021548,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr02_880559_1380844,0.00735813864845117,0.0102636571211492,0.0243080394240501,0.0153922179989268,0.0207583498784377
Sqr_Perimeter2_Area2_ratio_y12,Chr02_1380871_1588241,0.00729631167448393,0.0031761289339782,0.0263010420513217,0.0169943860683459,0.0239263953488376
Sqr_Perimeter2_Area2_ratio_y12,Chr02_1591078_2117143,0.00849909339764695,0.00831584033632098,0.871195675251758,0.0182265775939779,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr02_2118663_2439301,0.00950780796551945,0.0013623263167554,0.71948367389742,0.0197874947729667,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr02_2439319_3802076,0.0113148561485528,0.00738617548040206,0.283297820138144,0.0236092767688691,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr02_3811172_4203782,0.0119898098121257,0.00249906725500087,0.144651531374007,0.0192830362231921,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr02_4204964_5059530,0.0119588792240904,0.00287408631197034,0.785097316681578,0.020639687336415,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr08_10571443_11238535,0.650054388393283,0.035638521207335,0.207171887869196,0.78824842634594,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr03_106417_526428,0.930694634643085,0.0485502000277363,0.361600388731659,0.803796168793592,0.41197242496837
Sqr_Perimeter2_Area2_ratio_y12,Chr03_537202_1923686,0.982731639029392,0.0231257643344254,0.370400377948915,0.765671957760935,0.425538710542594
Sqr_Perimeter2_Area2_ratio_y12,Chr03_3893055_4059970,0.846947287604318,0.0464657343834397,0.428503604413913,0.991436221403837,0.432838058961407
Sqr_Perimeter2_Area2_ratio_y12,Chr10_11126529_11377330,0.0225340403141627,0.0254433885201939,0.107675751894492,"NA","NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr10_11377367_11690245,0.0234270853178613,0.04235864842116,0.0813758696405059,"NA","NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr10_11690721_12005064,0.0632814256129824,0.0391857644986579,0.0837231076766867,"NA","NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr10_12006024_12591692,0.337622948479854,0.00433994892491605,0.147610411247582,0.235943587639942,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr05_3341551_3707259,0.2490741740423,0.0295427048659577,0.341496101238068,0.633147778296604,0.503039372315158
Sqr_Perimeter2_Area2_ratio_y12,Chr05_3707644_4690548,0.0246469531258201,0.00812293198046376,0.0397857698294451,0.115885652250896,0.0556635002616839
Sqr_Perimeter2_Area2_ratio_y12,Chr05_4691174_5438561,0.0367566709793604,0.00900640011831678,0.0472335448249619,0.0915192837464512,0.0554411269367734
Sqr_Perimeter2_Area2_ratio_y12,Chr05_5438585_5830688,0.0166234839020379,0.00015768463801807,0.0288388971390356,0.0332137299581669,0.0299928824926053
Sqr_Perimeter2_Area2_ratio_y12,Chr05_5831722_6053795,0.0347416542731883,0.00238625076779303,0.0780928221617948,0.0829358542727676,0.0707392011550913
Sqr_Perimeter2_Area2_ratio_y12,Chr05_19619350_20528089,0.14577008223823,0.0299791344714261,0.715643715688942,0.23562006144294,"NA"
Sqr_Perimeter2_Area2_ratio_y12,Chr16_321365_1274427,0.103491195579324,0.038658451742517,0.961933647139017,0.263626911525964,0.940230525454149
Sqr_Perimeter2_Area2_ratio_y12,Chr16_4464443_5048763,0.307327733959742,0.048726957431371,0.947426797423912,0.496683237428515,0.980765834875959
Sqr_Perimeter2_Area2_ratio_y12,Chr18_13898424_14524913,0.494565315739902,0.0432509435365787,0.810359535713042,0.731607355914436,0.768073665316866
Sqr_Perimeter2_Area2_ratio_y12,Chr17_12457522_12723868,0.802651285638151,0.0351508299221265,0.483012113321321,0.567805935973459,0.586063476900046
Sqr_Perimeter2_Area2_ratio_y12,Chr17_12724031_13345560,0.789108106489214,0.0194138603578903,0.524517275372049,0.551104746337479,0.606252400240235
Sqr_Perimeter2_Area2_ratio_y12,Chr17_13349543_13731534,0.280127760155058,0.00203870191697807,0.23885535377582,0.340033697993459,0.189205675683156
Sqr_Perimeter2_Area2_ratio_y12,Chr17_13865658_14959995,0.27766992177203,0.0227058757452676,0.294711427085737,0.405092764713962,0.25194073861187
Sqr_Perimeter2_Area2_ratio_y12,Chr17_14960011_15481423,0.677655862831729,0.0452515706737945,0.717857793593034,0.937338246169854,0.804005195387771
Sqr_Perimeter2_Area2_ratio_y12,Chr17_15481596_16075256,0.171663465205521,0.023355242430337,0.121569336598515,0.305082705188155,0.138800452095629
Sqr_Perimeter2_Area2_ratio_y12,Chr19_13217492_15336727,0.105735498190084,0.021338098531568,0.332463321789062,0.0227354003171776,0.305536041213765
Circularity_y12,Chr01_10700490_11189458,0.224830939861419,0.0359225639804687,0.163358533341435,0.255291017944403,"NA"
Circularity_y12,Chr01_11966199_12330339,0.00412987464605298,0.0234407035421509,0.40708797550071,0.00450487826859783,"NA"
Circularity_y12,Chr01_12330528_13051606,0.00463151455627838,0.0378073442764234,0.316897924374392,0.00523977963852346,"NA"
Circularity_y12,Chr01_13052007_13382483,0.0134154743729494,0.00776763816292012,0.408647003630884,0.0127933371196158,"NA"
Circularity_y12,Chr01_13382510_13576339,0.0141132687624521,0.0065839624940334,0.555430914187875,0.0157009042589471,"NA"
Circularity_y12,Chr01_13576351_14061355,0.0159708328653096,0.00729160542533844,0.352813674628251,0.0176204431487517,"NA"
Circularity_y12,Chr01_14061635_14604721,0.0174176821334711,0.00834362770126012,0.820323552262002,0.0166159322478072,"NA"
Circularity_y12,Chr01_15456449_16406535,0.0228878666593248,0.0487311836644076,0.943993836395549,0.0272397787208074,"NA"
Circularity_y12,Chr01_16454791_19216253,0.00175450423021496,0.0358644419703864,0.723373305283553,0.00160427809716054,"NA"
Circularity_y12,Chr01_19216664_20661429,0.674134081763153,0.0414626669957493,0.703401613408616,"NA","NA"
Circularity_y12,Chr06_7673593_7875888,0.818898730397185,0.0336528719714415,0.587129794269505,0.901037719472007,0.781191337315411
Circularity_y12,Chr06_7883253_8477750,0.801843123617868,0.0220504847721684,0.760894224564257,0.89916278425477,0.882256882577751
Circularity_y12,Chr06_8480775_8816554,0.823324202587131,0.0389782748328083,0.76668571630783,0.902476825069578,0.881068947281389
Circularity_y12,Chr06_8818506_9125750,0.990114473878206,0.0475713939107142,0.724596496086701,0.979904009820367,0.854022289950764
Circularity_y12,Chr02_4204964_5059530,0.550925490186303,0.0275295999297626,0.539247003273684,0.57380201678045,"NA"
Circularity_y12,Chr02_5059567_5396611,0.61955948463147,0.00672284332483276,0.61981837018295,0.572654802801073,"NA"
